Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Seats;Price_in_Euro;Brand;Model;Engine_numeric;Power_numeric;is_Sold_new
Kochi;2015;46561;Diesel;0;First;22.9;5;5434.0;Maruti;Swift VDI;1248.0;98.6;0
Delhi;2013;34000;Diesel;1;Second;20.0;5;12100.0;Mercedes-Benz;A Class A180 CDI;2143.0;107.3;0
Hyderabad;2016;48000;Petrol;0;First;25.17;5;3740.0;Renault;KWID RXT;799.0;53.3;0
Kochi;2013;56263;Diesel;0;First;22.9;5;4587.0;Maruti;Swift VDI;1248.0;98.6;0
Hyderabad;2005;84060;Petrol;0;Second;17.3;5;1375.0;Maruti;Zen LXI;993.0;98.6;0
Mumbai;2016;9000;Petrol;1;First;18.9;5;5995.0;Hyundai;Grand i10 Magna AT;1197.0;98.6;0
Jaipur;2012;79000;Diesel;0;First;21.12;5;2849.0;Tata;Manza Aura Quadrajet BS IV;1248.0;88.8;0
Pune;2015;87900;Diesel;0;First;16.0;7;13211.0;Mahindra;XUV500 W10 AWD;2179.0;140.0;0
Delhi;2010;72425;Petrol;0;Second;17.5;5;2695.0;Maruti;Swift Dzire 1.2 Vxi BSIV;1197.0;85.8;0
Bangalore;2015;38000;Diesel;1;First;15.73;5;31900.0;Audi;Q3 35 TDI Quattro Premium Plus;1968.0;174.33;0
Hyderabad;2008;83000;Diesel;0;Second;17.8;5;2640.0;Ford;Fiesta 1.4 SXi TDCi;1399.0;98.6;0
Hyderabad;2010;107000;Diesel;1;First;14.84;5;13189.0;Mercedes-Benz;New C-Class C 220 CDI Elegance AT;2143.0;170.0;0
Delhi;2015;51000;Petrol;1;First;18.0;5;8690.0;Honda;City i VTEC CVT VX;1497.0;117.3;0
Pune;2010;140000;Diesel;0;Third;12.8;7;6875.0;Toyota;Innova 2.5 GX 7 STR;2494.0;102.0;0
Pune;2011;48000;Petrol;0;Second;18.6;5;1980.0;Chevrolet;Beat LT;1199.0;79.4;0
Delhi;2013;62000;CNG;0;First;37.24;5;3080.0;Maruti;Wagon R LXI CNG;998.0;58.16;0
Mumbai;2015;31000;Petrol;0;First;18.7;5;5390.0;Honda;Jazz 1.2 S i VTEC;1199.0;88.7;0
Jaipur;2010;75055;Petrol;0;First;18.06;5;2475.0;Nissan;Micra XL Primo;1198.0;98.6;0
Coimbatore;2017;51210;Petrol;1;First;19.12;5;9779.0;Maruti;Ciaz AT ZXi;1373.0;91.1;0
Mumbai;2012;87000;Diesel;1;First;12.55;7;16500.0;Toyota;Fortuner 4x2 AT;2982.0;168.5;0
Kolkata;2018;17000;Diesel;0;First;26.1;5;6215.0;Ford;Aspire Ambiente Diesel;1498.0;98.6;1
Jaipur;2014;57000;Diesel;0;First;20.77;7;7700.0;Maruti;Ertiga ZDI;1248.0;88.8;0
Hyderabad;2016;9370;Petrol;0;First;22.74;5;3245.0;Maruti;Alto 800 LXI;796.0;47.3;0
Chennai;2013;53226;Petrol;0;First;19.4;5;3630.0;Honda;Brio V MT;1198.0;86.8;0
Hyderabad;2010;120000;Diesel;0;Second;16.2;5;3850.0;Hyundai;Verna Transform CRDi VGT SX ABS;1493.0;110.0;0
Jaipur;2007;75055;Petrol;0;First;12.8;5;2529.9999999999995;Honda;City 1.5 GXI;1493.0;100.0;0
Coimbatore;2017;37247;Diesel;0;First;19.67;5;15059.0;Hyundai;Creta 1.6 CRDi SX;1582.0;126.2;0
Delhi;2013;64000;Diesel;0;First;23.59;5;3410.0;Toyota;Etios Liva GD;1364.0;67.06;0
Mumbai;2014;12000;Petrol;0;First;13.44;5;14025.0;Hyundai;Sonata Transform 2.4 GDi MT;2359.0;198.25;0
Pune;2017;40158;Diesel;0;First;19.67;5;15125.0;Hyundai;Creta 1.6 CRDi SX Option;1582.0;126.2;0
Chennai;2017;11000;Petrol;0;First;18.7;5;7425.0;Honda;Jazz 1.2 SV i VTEC;1199.0;88.7;0
Chennai;2014;70010;Diesel;0;First;20.54;5;5775.0;Volkswagen;Vento Diesel Comfortline;1598.0;103.6;0
Mumbai;2015;82000;Diesel;0;First;16.0;7;9625.0;Mahindra;XUV500 W6 2WD;2179.0;140.0;0
Kochi;2017;57259;Diesel;0;First;18.49;7;9756.999999999998;Mahindra;TUV 300 2015-2019 T8;1493.0;100.0;0
Bangalore;2010;84000;Petrol;1;Second;11.1;5;7150.0;Honda;Accord 2001-2003 2.3 VTi L AT;2354.0;142.0;0
Pune;2012;168000;Diesel;0;First;20.77;7;4950.0;Maruti;Ertiga VDI;1248.0;88.76;0
Hyderabad;2012;73670;Diesel;0;First;12.83;7;13750.0;Mahindra;Ssangyong Rexton RX5;2696.0;162.0;0
Delhi;2014;89540;Diesel;1;First;12.55;7;18480.0;Toyota;Fortuner 4x2 AT;2982.0;168.5;0
Hyderabad;2016;85423;Diesel;0;First;20.77;7;9625.0;Maruti;Ertiga ZDI;1248.0;88.8;0
Pune;2013;48823;Diesel;1;First;19.5;5;9350.0;Hyundai;Elantra CRDi SX AT;1582.0;126.24;0
Kolkata;2011;35082;Petrol;0;First;20.36;5;2431.0;Hyundai;i10 Magna 1.2;1197.0;78.9;0
Jaipur;2012;126000;Petrol;0;First;16.8;5;1760.0;Maruti;Omni MPI STD BSIV;796.0;34.2;0
Delhi;2016;19000;Petrol;1;First;15.5;5;6875.0;Honda;Amaze VX AT i-Vtech;1198.0;86.7;0
Mumbai;2007;69000;Petrol;1;Second;12.9;5;2475.0;Honda;Civic 2006-2010 1.8 V AT;1799.0;130.0;0
Kochi;2019;29836;Diesel;1;First;17.9;5;28325.0;Mercedes-Benz;CLA 200 CDI Sport;2143.0;136.0;1
Ahmedabad;2010;48002;Petrol;0;Second;13.14;5;7425.0;Skoda;Superb 1.8 TFSI MT;1798.0;157.8;0
Ahmedabad;2015;52324;Diesel;0;First;28.09;5;6875.0;Maruti;Ciaz ZDi Plus SHVS;1248.0;88.5;0
Delhi;2013;65000;Diesel;0;First;22.7;5;5609.999999999999;Ford;Ecosport 1.5 DV5 MT Titanium Optional;1498.0;89.84;0
Mumbai;2009;66000;Diesel;1;Second;8.7;5;11825.0;Mercedes-Benz;M-Class ML 320 CDI;2987.0;224.34;0
Hyderabad;2016;75700;Diesel;0;First;24.0;5;6270.0;Hyundai;Grand i10 CRDi Sportz;1120.0;98.6;0
Bangalore;2013;43000;Diesel;0;First;20.5;5;6545.0;Volkswagen;Vento Diesel Breeze;1598.0;105.0;0
Kochi;2012;42706;Diesel;0;First;25.44;5;2640.0;Chevrolet;Beat Diesel LT;936.0;56.3;0
Mumbai;2013;35000;Diesel;0;First;17.21;7;3839.0;Mahindra;Quanto C6;1493.0;100.0;0
Hyderabad;2011;54348;Petrol;1;First;19.2;5;4400.0;Hyundai;i10 Asta 1.2 AT with Sunroof;1197.0;98.6;0
Delhi;2013;84000;Diesel;0;First;23.59;5;4235.0;Toyota;Etios Liva 1.4 GD;1364.0;67.04;1
Mumbai;2010;63298;Petrol;1;First;14.53;5;4345.0;Toyota;Corolla Altis 2008-2013 1.8 VL AT;1794.0;138.1;0
Jaipur;2013;75049;Petrol;0;Second;20.36;5;3300.0;Hyundai;i10 Magna 1.2;1197.0;78.9;0
Kochi;2018;24237;Petrol;0;First;18.16;5;7370.0;Ford;Figo Aspire 1.2 Ti-VCT Titanium;1196.0;86.8;0
Coimbatore;2016;22767;Petrol;0;First;18.5;5;6754.0;Maruti;Ritz ZXi;1197.0;85.8;0
Bangalore;2012;58000;Petrol;1;Second;15.0;5;4840.0;Hyundai;i20 Sportz AT 1.4;1396.0;98.6;0
Pune;2017;57000;Diesel;0;First;26.59;5;4675.0;Maruti;Swift Dzire LDI;1248.0;98.6;0
Kochi;2010;50161;Petrol;1;First;8.77;5;28523.0;BMW;7 Series 2007-2012 750Li;4395.0;402.0;0
Kolkata;2016;45000;Diesel;0;First;22.7;5;7700.0;Maruti;S Cross DDiS 320 Alpha;1598.0;118.0;0
Coimbatore;2017;68319;Diesel;1;First;12.55;7;27632.0;Toyota;Fortuner 4x4 AT;2982.0;168.5;0
Kochi;2017;30711;Petrol;0;First;20.3;5;4895.0;Hyundai;EON 1.0 Magna Plus Option O;998.0;68.05;0
Kolkata;2011;38277;Diesel;0;First;21.9;5;2640.0;Hyundai;i20 1.4 CRDi Magna;1396.0;98.6;0
Pune;2012;115000;Diesel;0;Second;20.54;5;4763.0;Volkswagen;Vento Diesel Highline;1598.0;103.6;0
Coimbatore;2017;46849;Petrol;1;First;18.5;5;7623.0;Maruti;Swift Dzire VXi AT;1197.0;83.14;0
Ahmedabad;2014;64000;Diesel;0;First;21.9;5;4675.0;Hyundai;i20 Magna 1.4 CRDi;1396.0;98.6;0
Pune;2010;130923;Diesel;1;First;14.21;5;13750.0;Mercedes-Benz;E-Class 2009-2013 E250 CDI Blue Efficiency;2143.0;203.0;0
Chennai;2015;15000;Petrol;0;First;18.9;5;5390.0;Hyundai;Grand i10 Sportz;1197.0;98.6;0
Mumbai;2014;32720;Diesel;0;First;23.0;5;4950.0;Hyundai;i20 1.4 CRDi Sportz;1396.0;98.6;0
Jaipur;2016;12500;Petrol;0;First;25.17;5;3300.0;Renault;KWID RXT;799.0;53.3;0
Chennai;2015;59800;Petrol;1;First;16.9;5;6380.0;Hyundai;Xcent 1.2 Kappa AT SX Option;1197.0;98.6;0
Pune;2011;54211;Petrol;0;First;15.04;5;3663.0;Volkswagen;Vento Petrol Highline;1598.0;103.6;0
Kochi;2015;62242;Diesel;1;First;14.39;5;7282.0;Chevrolet;Cruze LTZ AT;1998.0;163.7;0
Mumbai;2015;54000;Diesel;0;Second;19.01;5;6325.0;Nissan;Terrano XL 110 PS;1461.0;108.5;0
Hyderabad;2012;65000;Diesel;0;First;22.32;5;6820.0;Hyundai;Verna 1.6 SX;1582.0;126.32;0
Chennai;2015;55000;Petrol;1;First;23.1;5;3850.0;Maruti;Celerio VXI AMT;998.0;67.04;1
Pune;2010;71000;Petrol;0;First;18.9;5;2200.0;Maruti;Wagon R LXI;998.0;67.1;0
Chennai;2012;70000;Diesel;0;First;21.9;5;4400.0;Hyundai;i20 Magna Optional 1.4 CRDi;1396.0;88.8;0
Mumbai;2011;53000;Petrol;1;First;12.3;5;10450.0;Audi;A4 1.8 TFSI;1781.0;163.2;0
Mumbai;2013;43000;Diesel;1;First;17.05;5;19250.0;BMW;X1 sDrive20d;1995.0;184.0;0
Mumbai;2015;54000;Petrol;1;First;14.3;5;6721.0;Skoda;Rapid 1.6 MPI AT Elegance Plus;1598.0;103.52;0
Ahmedabad;2014;51000;Petrol;0;First;20.36;5;4125.0;Hyundai;i10 Magna;1197.0;78.9;0
Hyderabad;2007;78000;Diesel;0;Second;10.5;6;6820.0;Mitsubishi;Pajero 2.8 GLX CRZ;2835.0;107.2;0
Mumbai;2014;25000;Diesel;0;First;26.0;5;6765.0;Honda;City i DTEC SV;1498.0;98.6;0
Pune;2012;12600;Petrol;0;First;20.92;5;2640.0;Maruti;Alto K10 2010-2014 VXI;998.0;67.1;0
Pune;2009;80000;Diesel;0;Fourth & Above;17.8;5;2365.0;Maruti;Swift Ldi BSIII;1248.0;98.6;0
Kolkata;2016;21000;Petrol;0;First;18.9;5;4125.0;Hyundai;Grand i10 Magna;1197.0;98.6;0
Mumbai;2011;32000;Petrol;0;Second;15.6;5;2365.0;Ford;Figo Petrol ZXI;1196.0;98.6;0
Bangalore;2015;50000;Petrol;0;First;18.9;5;5225.0;Hyundai;Grand i10 SportZ Edition;1197.0;81.86;0
Mumbai;2010;47500;Petrol;0;First;15.5;5;2695.0;Maruti;SX4 Vxi BSIV;1586.0;103.3;0
Mumbai;2017;7500;Petrol;0;First;17.4;5;12265.0;Honda;City i-VTEC VX;1497.0;117.3;1
Jaipur;2016;68163;Diesel;1;First;19.6;5;9790.0;Renault;Duster 110PS Diesel RxZ AMT;1461.0;108.45;1
Ahmedabad;2014;61000;Diesel;0;First;25.8;5;4784.999999999999;Honda;Amaze S i-Dtech;1498.0;98.6;0
Jaipur;2015;100000;Diesel;0;Second;12.99;7;13200.0;Toyota;Innova 2.5 Z Diesel 7 Seater;2494.0;100.6;0
Mumbai;2009;61500;Diesel;1;Second;16.07;5;9350.0;BMW;3 Series 320d Highline;1995.0;181.0;0
Kochi;2017;42883;Petrol;0;First;19.81;5;4696.999999999999;Hyundai;i10 Magna 1.1 iTech SE;1086.0;68.05;0
Jaipur;2012;97000;Diesel;0;Second;20.45;5;4675.0;Renault;Duster 85PS Diesel RxL Optional with Nav;1461.0;83.8;0
Bangalore;2010;39525;Petrol;1;First;11.3;5;10175.0;Mitsubishi;Outlander 2.4;2360.0;170.0;0
Kochi;2017;35384;Diesel;0;First;24.3;5;9471.0;Maruti;Vitara Brezza LDi;1248.0;88.5;1
Hyderabad;2010;46000;Diesel;1;First;11.8;7;30800.0;Mercedes-Benz;R-Class R350 CDI 4MATIC;2987.0;261.0;0
Coimbatore;2018;32189;Diesel;0;First;23.0;5;10175.0;Ford;EcoSport 1.5 Diesel Titanium;1498.0;98.96;1
Chennai;2016;27000;Diesel;1;First;19.08;5;9460.0;Hyundai;Verna 1.6 CRDI AT SX Option;1582.0;126.2;0
Coimbatore;2018;22734;Petrol;0;First;16.47;5;8283.0;Volkswagen;Polo 1.2 MPI Highline;1198.0;98.6;0
Mumbai;2014;58002;Diesel;0;First;19.64;5;6325.0;Renault;Duster 110PS Diesel RxL;1461.0;108.45;0
Chennai;2012;31500;Petrol;1;First;16.5;5;4565.0;Honda;Brio S Option AT;1198.0;86.8;0
Coimbatore;2017;30933;Petrol;0;First;18.16;5;6424.0;Ford;Figo 2015-2019 1.2P Titanium MT;1196.0;86.8;0
Kolkata;2012;27090;Diesel;1;First;18.53;5;18150.0;Audi;A6 2.0 TDI Design Edition;1968.0;187.74;0
Mumbai;2015;29500;Diesel;1;First;15.97;7;47300.0;BMW;X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater;2993.0;258.0;0
Pune;2013;45000;Petrol;0;First;20.36;5;3905.0;Hyundai;i10 Sportz Option;1197.0;78.9;0
Hyderabad;2018;11691;Petrol;0;First;18.6;5;9790.0;Hyundai;i20 1.2 Asta Option;1197.0;81.83;0
Hyderabad;2006;121000;Diesel;0;Second;16.4;5;2750.0;Skoda;Octavia L and K 1.9 TDI MT;1896.0;98.6;0
Hyderabad;2010;118077;Diesel;0;First;16.2;5;4235.0;Hyundai;Verna Transform SX VGT CRDi;1493.0;110.0;0
Chennai;2012;36300;Petrol;1;Third;17.1;5;8250.0;Hyundai;Verna 1.6 SX VTVT (O) AT;1591.0;121.4;0
Mumbai;2005;90000;Petrol;0;Second;15.3;5;1980.0;Hyundai;Getz GVS;1341.0;98.6;0
Chennai;2010;78000;Diesel;0;First;20.0;5;2475.0;Ford;Figo Diesel EXI;1399.0;98.6;0
Mumbai;2015;42000;Diesel;1;First;17.68;5;26675.0;Audi;A6 2011-2015 35 TDI Technology;1968.0;174.33;0
Mumbai;2015;27000;Petrol;0;First;16.47;5;4784.999999999999;Volkswagen;Polo 1.2 MPI Highline;1198.0;98.6;0
Kolkata;2012;22000;Diesel;1;First;17.05;5;12650.0;BMW;X1 sDrive20d;1995.0;184.0;0
Kolkata;2014;49000;Petrol;0;First;17.4;5;5225.0;Honda;City i VTEC SV;1497.0;117.3;0
Hyderabad;2012;42600;Diesel;0;First;23.0;5;5489.0;Hyundai;i20 Sportz Option Diesel;1396.0;98.6;0
Coimbatore;2018;12794;Petrol;1;First;19.0;5;10065.0;Honda;Jazz 1.2 V CVT i VTEC;1199.0;88.7;0
Hyderabad;2014;88046;Petrol;1;First;10.1;5;15389.0;Honda;CR-V 2.4 AT;2354.0;152.0;0
Bangalore;2014;8000;Diesel;1;Second;20.0;5;21725.0;Mercedes-Benz;A Class A180 CDI;2143.0;107.3;0
Coimbatore;2018;82739;Diesel;1;First;16.0;7;18447.0;Mahindra;XUV500 AT W10 AWD;2179.0;140.0;0
Bangalore;2006;193000;Diesel;0;Third;13.6;7;2750.0;Mahindra;Bolero SLX 2WD;2523.0;98.6;0
Mumbai;2013;7000;Petrol;1;First;17.97;5;4015.0;Renault;Scala RxL AT;1498.0;99.6;0
Ahmedabad;2012;60000;Diesel;1;Second;12.35;5;25850.0;Land_Rover;Freelander 2 HSE SD4;2179.0;187.74;0
Pune;2017;38000;Petrol;0;First;22.74;5;3421.0;Maruti;Alto 800 VXI;796.0;47.3;0
Kochi;2013;56344;Petrol;0;First;17.6;5;5027.0;Toyota;Etios G;1496.0;88.73;0
Mumbai;2014;17858;Petrol;0;First;17.0;5;5852.0;Hyundai;i20 Sportz Option;1197.0;98.6;0
Hyderabad;2012;53000;Petrol;0;First;20.36;5;3520.0;Hyundai;i10 Sportz;1197.0;78.9;0
Kochi;2016;67906;Diesel;0;First;25.2;5;6193.0;Maruti;Swift VDI BSIV;1248.0;98.6;0
Hyderabad;2015;19000;Petrol;0;First;21.1;5;3300.0;Hyundai;EON Magna Plus;814.0;55.2;0
Mumbai;2010;67000;Diesel;1;Second;22.69;5;10175.0;BMW;3 Series 320d;1995.0;190.0;1
Delhi;2011;80000;Diesel;0;First;23.57;5;1320.0;Tata;Indigo XL Classic Dicor;1396.0;98.6;0
Delhi;2015;61000;Petrol;0;First;22.74;5;2365.0;Maruti;Alto 800 LXI;796.0;47.3;0
Pune;2010;39000;Diesel;0;First;22.07;5;3355.0;Volkswagen;Polo Diesel Highline 1.2L;1199.0;73.9;0
Ahmedabad;2014;59000;Petrol;1;First;14.28;5;12650.0;Toyota;Corolla Altis VL AT;1798.0;138.03;0
Hyderabad;2008;80931;Petrol;0;First;17.92;5;2529.9999999999995;Hyundai;Santro Xing GLS;1086.0;62.1;0
Kolkata;2016;34000;Petrol;0;First;20.4;5;5445.0;Maruti;Swift ZXI;1197.0;81.8;0
Hyderabad;2013;130000;Diesel;0;First;21.64;5;5225.0;Renault;Scala Diesel RxL;1461.0;84.8;0
Coimbatore;2018;52380;Diesel;0;First;24.3;5;11165.0;Maruti;Vitara Brezza ZDi Plus;1248.0;88.5;1
Kolkata;2011;44000;Petrol;0;First;18.06;5;2915.0;Nissan;Micra XV;1198.0;98.6;0
Hyderabad;2015;84000;Diesel;0;First;20.0;5;4180.0;Ford;Figo Diesel EXI;1399.0;68.05;0
Kochi;2017;41697;Petrol;1;First;13.1;5;18348.0;Honda;CR-V 2.0 AT;1997.0;141.1;0
Pune;2014;163000;Diesel;0;First;19.01;5;5500.0;Nissan;Terrano XV 110 PS;1461.0;108.5;0
Chennai;2011;42000;Petrol;0;Second;17.71;5;4125.0;Toyota;Etios Liva 1.2 G;1197.0;78.9;1
Jaipur;2013;129000;Diesel;0;Third;21.27;5;4521.0;Hyundai;i20 Asta 1.4 CRDi;1396.0;88.76;0
Chennai;2015;32200;Petrol;0;Second;18.16;5;4675.0;Ford;Figo Aspire 1.2 Ti-VCT Ambiente;1196.0;86.8;0
Mumbai;2004;129000;Diesel;0;First;10.5;6;3795.0;Mitsubishi;Pajero 2.8 GLX CRZ;2835.0;107.2;0
Bangalore;2014;40000;Diesel;1;First;17.11;5;24750.0;Audi;A4 2.0 TDI 177 Bhp Premium Plus;1968.0;174.33;0
Delhi;2006;150000;Petrol;0;First;12.4;8;4950.0;Toyota;Innova 2.0 E;1998.0;132.0;0
Jaipur;2007;140000;Petrol;0;First;15.26;5;990.0;Chevrolet;Aveo U-VA 1.2 LS;1150.0;74.9;0
Hyderabad;2006;63181;Petrol;0;First;15.3;5;2035.0;Hyundai;Getz GLS;1341.0;98.6;0
Kolkata;2013;39575;Diesel;0;First;25.8;5;3575.0;Honda;Amaze S i-Dtech;1498.0;98.6;0
Pune;2010;63600;Diesel;0;Second;17.8;5;3410.0;Maruti;Swift VDI BSIV W ABS;1248.0;98.6;0
Coimbatore;2014;70374;Diesel;0;First;22.7;5;8073.999999999999;Ford;Ecosport 1.5 DV5 MT Titanium Optional;1498.0;89.84;0
Kolkata;2015;26256;Diesel;0;First;20.14;5;4675.0;Volkswagen;CrossPolo 1.5 TDI;1498.0;88.5;0
Delhi;2016;13460;Petrol;0;First;18.6;5;7095.0;Hyundai;Elite i20 Petrol Sportz;1197.0;81.86;0
Chennai;2011;122000;Diesel;0;Second;12.8;8;11825.0;Toyota;Innova 2.5 V Diesel 8-seater;2494.0;102.0;0
Kolkata;2015;58589;Diesel;1;First;15.26;5;30525.0;Mercedes-Benz;M-Class ML 250 CDI;2143.0;203.2;0
Jaipur;2005;115000;Petrol;0;Second;17.3;5;1089.0;Maruti;Wagon R LX BSIII;1061.0;98.6;0
Pune;2016;75000;Diesel;1;First;12.62;7;26400.0;Ford;Endeavour 2.2 Trend AT 4X2;2198.0;158.0;0
Jaipur;2016;30292;Petrol;0;First;18.6;5;6710.0;Hyundai;Elite i20 Petrol Sportz;1197.0;81.86;0
Ahmedabad;2017;32248;Petrol;0;First;17.5;5;9075.0;Honda;WRV i-VTEC VX;1199.0;88.7;1
Bangalore;2013;74000;Petrol;0;First;16.47;5;5115.0;Volkswagen;Polo Petrol Highline 1.2L;1198.0;73.9;0
Mumbai;2014;56100;Petrol;0;First;13.7;5;10725.0;Honda;CR-V 2.0L 2WD MT;1997.0;153.86;0
Bangalore;2014;61325;Petrol;0;First;18.9;5;4840.0;Hyundai;Grand i10 1.2 Kappa Asta;1197.0;81.86;1
Kolkata;2014;33000;Petrol;0;First;19.1;5;4389.0;Maruti;Swift Dzire VXI;1197.0;85.8;0
Coimbatore;2016;18090;Diesel;1;First;16.2;5;50303.0;BMW;5 Series 2003-2012 530d;2993.0;258.0;0
Kochi;2014;71390;Diesel;0;First;22.7;5;5797.0;Ford;Ecosport 1.5 DV5 MT Ambiente;1498.0;89.84;0
Mumbai;2014;41000;CNG;0;First;36.68;5;3850.0;Maruti;Wagon R LXI CNG;998.0;58.2;0
Ahmedabad;2016;67000;Diesel;0;First;26.0;5;7974.999999999999;Honda;City i DTec V;1498.0;98.6;0
Chennai;2008;99000;Diesel;0;Second;17.0;5;1760.0;Tata;Indigo LS;1405.0;98.6;0
Pune;2014;142000;Diesel;0;Second;19.01;5;6600.0;Renault;Duster 110PS Diesel RxL;1461.0;108.45;0
Chennai;2010;26966;Petrol;0;First;20.36;5;3300.0;Hyundai;i10 Sportz;1197.0;78.9;0
Mumbai;2015;27628;Petrol;0;First;18.7;5;5445.0;Honda;Jazz 1.2 SV i VTEC;1199.0;88.7;0
Hyderabad;2016;82497;Diesel;0;First;23.65;5;9889.0;Maruti;SX4 S Cross DDiS 200 Zeta;1248.0;88.5;0
Mumbai;2007;86000;Petrol;0;Third;11.9;5;2035.0;Honda;Accord VTi-L MT;2354.0;144.0;0
Coimbatore;2016;26981;Petrol;0;First;16.47;5;6776.0;Volkswagen;Polo Petrol Comfortline 1.2L;1198.0;73.9;0
Hyderabad;2010;110471;Diesel;0;First;21.1;5;3850.0;Maruti;Ritz VDi;1248.0;73.9;0
Jaipur;2014;69000;Petrol;0;First;19.5;5;4950.0;Honda;Amaze S Petrol;1199.0;88.76;1
Hyderabad;2017;12000;Petrol;0;First;18.6;5;8525.0;Hyundai;i20 1.2 Asta Option;1197.0;81.83;0
Hyderabad;2014;77500;Diesel;0;First;20.45;5;7260.0;Renault;Duster 85PS Diesel RxL;1461.0;83.8;0
Kochi;2014;48031;Petrol;0;First;18.9;5;5478.0;Hyundai;Grand i10 Magna;1197.0;98.6;0
Chennai;2008;170000;Diesel;1;Third;16.07;5;10725.0;BMW;3 Series 320d Highline;1995.0;181.0;0
Mumbai;2014;69565;Diesel;0;First;22.7;5;6105.0;Ford;Ecosport 1.5 DV5 MT Trend;1498.0;89.84;0
Hyderabad;2016;45492;Diesel;1;First;21.5;5;11330.0;Volkswagen;Vento 1.5 TDI Highline AT;1498.0;108.5;1
Chennai;2011;85000;Petrol;1;Second;11.7;5;8250.0;Honda;Accord 2.4 AT;2354.0;177.6;0
Hyderabad;2008;55902;Petrol;0;First;14.49;5;1980.0;Chevrolet;Aveo 1.4;1399.0;92.7;0
Hyderabad;2017;18500;Petrol;0;First;16.2;5;6875.0;Volkswagen;Polo 1.2 MPI Highline Plus;1199.0;98.6;0
Hyderabad;2015;129750;Diesel;0;Second;14.95;7;7480.0;Mahindra;Xylo D4 BS III;2489.0;93.7;0
Hyderabad;2009;50902;Petrol;1;First;19.2;5;3300.0;Hyundai;i10 Magna AT;1197.0;98.6;0
Coimbatore;2015;84725;Diesel;0;First;15.1;7;12760.0;Mahindra;XUV500 W8 4WD;2179.0;140.0;0
Mumbai;2013;40000;Diesel;0;Second;22.7;5;7645.0;Hyundai;Elantra CRDi SX;1582.0;126.24;0
Mumbai;2010;60000;Petrol;0;Third;14.3;5;3850.0;Volkswagen;Passat 1.8 TSI MT;1798.0;160.0;0
Coimbatore;2014;33496;Petrol;0;First;18.9;5;6050.0;Hyundai;Grand i10 1.2 Kappa Sportz;1197.0;81.86;1
Mumbai;2015;25000;Petrol;0;First;18.6;5;6215.0;Hyundai;i20 Asta Option 1.2;1197.0;81.83;0
Ahmedabad;2013;71000;Diesel;0;First;18.2;8;3575.0;Chevrolet;Enjoy TCDi LS 8 Seater;1248.0;73.8;0
Coimbatore;2015;20826;Petrol;1;First;14.3;5;8492.0;Skoda;Rapid 1.6 MPI AT Ambition Plus Alloy;1598.0;103.6;0
Pune;2016;42244;Diesel;0;First;19.67;5;13200.0;Hyundai;Creta 1.6 CRDi SX;1582.0;126.2;0
Jaipur;2013;98598;Diesel;0;First;25.44;5;1705.0;Chevrolet;Beat Diesel PS;936.0;57.6;0
Delhi;2011;62100;Diesel;0;First;11.5;7;11825.0;Toyota;Fortuner 3.0 Diesel;2982.0;171.0;0
Coimbatore;2016;44238;Petrol;0;First;18.6;5;7392.0;Hyundai;i20 Sportz Option 1.2;1197.0;81.83;0
Coimbatore;2012;91743;Diesel;1;First;12.07;7;31405.0;Audi;Q7 3.0 TDI quattro;2967.0;241.4;0
Bangalore;2013;19828;Diesel;1;Second;17.85;4;82500.0;Porsche;Panamera Diesel;2967.0;300.0;0
Hyderabad;2016;36891;Petrol;0;First;17.8;5;11539.0;Honda;City i VTEC VX;1497.0;117.3;0
Hyderabad;2012;90049;Diesel;0;First;17.21;7;4180.0;Mahindra;Quanto C4;1493.0;100.0;0
Ahmedabad;2012;74002;Diesel;1;First;16.55;5;20350.0;Audi;A4 2.0 TDI Multitronic;1968.0;140.0;0
Kolkata;2013;41000;Petrol;1;First;12.37;5;6600.0;Hyundai;Sonata Transform 2.4 GDi AT;2359.0;198.25;0
Hyderabad;2012;83678;Diesel;0;First;22.32;5;6050.0;Hyundai;Verna 1.6 SX;1582.0;126.32;0
Pune;2010;91000;Petrol;0;First;18.9;5;2529.9999999999995;Maruti;Wagon R LXI BS IV;998.0;67.1;0
Jaipur;2016;50000;Diesel;0;First;24.52;7;9569.999999999998;Maruti;Ertiga SHVS ZDI Plus;1248.0;88.5;0
Delhi;2015;58000;Diesel;0;First;24.4;5;5445.0;Hyundai;Xcent 1.1 CRDi S Option;1120.0;71.01;0
Jaipur;2012;80000;Diesel;0;First;22.9;5;4675.0;Maruti;Swift VDI;1248.0;98.6;0
Kochi;2017;41290;Diesel;0;Second;16.0;7;12034.0;Mahindra;XUV500 W6 2WD;2179.0;140.0;0
Delhi;2013;65000;Diesel;1;First;22.48;5;23386.0;BMW;5 Series 520d Luxury Line;1995.0;190.0;1
Bangalore;2016;16471;Petrol;0;Second;14.28;5;12650.0;Toyota;Corolla Altis 1.8 G;1798.0;138.03;1
Pune;2015;54339;Diesel;0;Second;22.54;5;6600.0;Hyundai;i20 Asta 1.4 CRDi;1396.0;88.73;0
Hyderabad;2016;24025;Petrol;0;First;18.15;6;4509.999999999999;Mahindra;KUV 100 mFALCON G80 K2;1198.0;98.6;0
